Start_X,Start_Y,Goal_X,Goal_Y,Path_Length,Traversability_Cost
28,24,72,92,34,161.94933579084673
28,24,69,89,37,177.93005215103312
28,24,68,87,39,183.84322886540053
28,24,42,88,21,115.3022481271513
28,24,73,87,36,160.26975908431112
28,24,59,91,29,149.1325879218619
28,24,60,88,29,131.4942848432831
28,24,68,88,31,153.13614745838777
28,24,67,87,27,136.27279122599091
28,24,49,92,27,120.61377465562286
28,24,72,86,31,145.4754153634874
28,24,46,91,24,128.98230799545723
28,24,61,88,29,129.3194420435877
28,24,74,84,31,172.69613991306835
28,24,73,86,36,169.98813138340495
28,24,69,85,30,135.18298050991092
28,24,61,84,27,120.86644176758746
28,24,47,85,23,107.45731540717279
28,24,71,90,31,146.0328403421883
28,24,71,86,36,161.73140818039326
28,24,58,90,32,147.66828817342923
28,24,51,92,25,129.05327941905014
28,24,55,90,26,124.45242177414366
28,24,72,92,29,164.95217968255812
28,24,56,92,26,134.89317344048516
28,24,92,64,27,143.82645217406227
28,24,93,58,41,207.49455936865934
28,24,90,67,36,166.25842369157525
28,24,97,62,29,138.48934055674206
28,24,86,58,28,126.37630597599836
28,24,95,61,28,138.45172194609117
28,24,94,60,28,131.13432140250183
28,24,87,64,27,122.72832568460208
28,24,88,63,29,136.07038521336557
28,24,90,60,29,143.5829826267178
28,24,86,63,26,147.82475702719958
28,24,55,34,13,60.17724691888756
28,24,56,42,16,66.4780271724701
28,24,67,39,19,104.11593694705367
28,24,64,36,19,79.21969526835744
28,24,56,41,19,93.91291603444616
28,24,77,33,21,91.76425783070641
28,24,63,38,16,70.16275049711437
28,24,69,41,18,96.71969188879798
28,24,67,42,16,67.11660839138062
28,24,59,37,14,57.8103217186917
28,24,58,41,14,62.29542489389124
28,24,71,41,18,87.41343890561139
28,24,48,42,27,124.02689896234185
28,24,49,42,16,73.06616203560219
28,24,58,42,20,100.33093690869613
28,24,67,39,22,109.2874288935043
28,24,31,61,17,73.64705185430994
28,24,42,60,15,64.38564935226552
28,24,29,66,18,82.01814211889848
28,24,25,61,15,58.28261339031822
28,24,26,65,18,74.72172017629353
28,24,29,62,14,60.40814375266998
28,24,41,60,15,65.0786161778503
28,24,29,67,19,85.67735895334182
28,24,43,66,17,83.16913436331966
28,24,41,66,16,73.45780408873004
28,24,42,63,17,75.51312534718731
28,24,41,61,16,72.18964746654929
28,24,24,65,16,66.40969208333264
28,24,42,61,25,116.5216033008756
28,24,36,64,19,77.61530861447514
28,24,23,61,15,64.9617913497882
28,24,30,67,24,98.21074536359369
28,24,38,58,12,60.949660354294
28,24,41,65,22,101.12745677601902
28,24,33,56,16,73.66171278448236
28,24,38,51,11,59.19818406929615
28,24,48,53,15,66.83535229590551
28,24,40,49,16,66.46217923683317
28,24,58,51,24,107.44468760327639
28,24,44,55,15,66.64414369488642
28,24,44,56,17,84.80921565571846
28,24,49,50,18,84.11135502460927
28,24,39,51,14,62.373326029825286
28,24,57,49,16,71.78148514878836
28,24,42,53,13,56.38429700347636
28,24,41,50,13,61.20782613943184
28,24,36,53,11,50.231282060787095
28,24,36,49,11,54.468850738588536
28,24,64,48,18,89.72436870539318
28,24,83,56,26,120.67856288624768
28,24,85,54,29,134.81027286862556
28,24,90,57,22,125.00014393836526
28,24,85,51,20,112.59016608520133
28,24,77,48,24,108.36752610886586
28,24,84,50,23,105.82715567337428
28,24,82,52,23,122.23665766470982
28,24,71,49,22,99.69729501221632
28,24,66,50,21,91.93146217226182
28,24,94,50,25,113.85332839844907
28,24,90,57,41,228.2355120470684
28,24,83,48,26,118.32829668319657
28,24,89,54,26,119.68595724487382
28,24,83,51,24,115.37484587547668
28,24,72,48,21,98.74077860062435
41,24,72,92,33,167.2707181693556
41,24,69,89,33,148.5853754137759
41,24,68,87,32,165.17855099288482
41,24,42,88,26,138.10421141349963
41,24,73,87,35,189.91776183334864
41,24,59,91,33,178.8893890675873
41,24,60,88,24,131.1733178941503
41,24,68,88,33,156.3971627801029
41,24,67,87,35,173.0378997036263
41,24,49,92,27,158.23024731445693
41,24,72,86,29,149.36693310861293
41,24,46,91,35,199.1121298282833
41,24,61,88,29,136.64069252991308
41,24,74,84,33,158.29545762238956
41,24,73,86,31,153.51533002663214
41,24,69,85,32,141.19589776763277
41,24,61,84,38,175.1247321588173
41,24,47,85,26,115.44546312590843
41,24,71,90,29,139.14055022272868
41,24,71,86,31,138.62129748713957
41,24,58,90,31,155.31944760184447
41,24,51,92,33,151.29498381811607
41,24,55,90,32,153.84377811812254
41,24,72,92,36,159.27814088259373
41,24,56,92,33,156.7250914789626
41,24,92,64,23,119.97743598702486
41,24,93,58,22,116.36680689396901
41,24,90,67,24,121.95008644082333
41,24,97,62,26,126.39641369692085
41,24,86,58,26,137.70094570570043
41,24,95,61,28,135.64259186065007
41,24,94,60,25,116.57134003696522
41,24,87,64,21,118.45954819055456
41,24,88,63,23,104.91131882113756
41,24,90,60,21,111.53718218057735
41,24,86,63,25,109.98849891046726
41,24,55,34,6,27.620423312119254
41,24,56,42,10,45.69624654081689
41,24,67,39,16,72.24665406877678
41,24,64,36,14,66.1496300663865
41,24,56,41,11,48.3536586249811
41,24,77,33,14,66.36065683366375
41,24,63,38,12,47.551953308860675
41,24,69,41,13,56.17407025434705
41,24,67,42,13,55.17967850267936
41,24,59,37,9,36.35522345721751
41,24,58,41,15,70.36781017971727
41,24,71,41,13,57.27608897197587
41,24,48,42,10,50.93553856768863
41,24,49,42,16,91.49200683494081
41,24,58,42,12,46.38107278799146
41,24,67,39,11,54.5373869807017
41,24,31,61,23,100.7991563394886
41,24,42,60,17,80.1452365326046
41,24,29,66,20,88.01279034442572
41,24,25,61,18,79.3928322630989
41,24,26,65,17,70.67819599007488
41,24,29,62,21,96.14739948483337
41,24,41,60,21,93.61522919881253
41,24,29,67,29,131.3935996909218
41,24,43,66,25,113.61766371613156
41,24,41,66,20,107.95111941963044
41,24,42,63,27,139.1484102399289
41,24,41,61,29,126.979612264946
41,24,24,65,18,82.59131871518167
41,24,42,61,18,90.13279156847463
41,24,36,64,17,74.86794540097381
41,24,23,61,18,73.50566295728856
41,24,30,67,19,80.18081279752889
41,24,38,58,17,69.70317891316043
41,24,41,65,16,76.19829406371478
41,24,33,56,20,86.11349731878792
41,24,38,51,12,54.95977691195904
41,24,48,53,16,72.2687308775313
41,24,40,49,15,78.16245524615717
41,24,58,51,13,56.816827639337035
41,24,44,55,18,77.87972928733568
41,24,44,56,17,78.46923469203506
41,24,49,50,15,66.81004064026476
41,24,39,51,13,53.97182882230213
41,24,57,49,15,63.31429719066394
41,24,42,53,19,93.86130677053687
41,24,41,50,20,91.38460659943001
41,24,36,53,15,67.25265049672952
41,24,36,49,13,58.874119109130085
41,24,64,48,14,59.08276482553424
41,24,83,56,22,99.07416552291016
41,24,85,54,22,90.53983455030976
41,24,90,57,22,109.96225062192066
41,24,85,51,19,92.91735228487187
41,24,77,48,20,82.32053395963302
41,24,84,50,21,86.6610477916191
41,24,82,52,21,94.78902822130391
41,24,71,49,13,63.17628720655359
41,24,66,50,14,63.31063329701828
41,24,94,50,25,113.19673985804633
41,24,90,57,21,99.88674367407758
41,24,83,48,21,101.34264853902974
41,24,89,54,23,107.80712103234467
41,24,83,51,17,86.85084745316153
41,24,72,48,14,74.0643297195578
55,24,72,92,29,156.5438560507461
55,24,69,89,26,138.6108909017823
55,24,68,87,27,145.4705447371564
55,24,42,88,32,152.77438937675794
55,24,73,87,33,188.24851604515274
55,24,59,91,36,165.05557617790208
55,24,60,88,25,131.13887491935293
55,24,68,88,37,179.27338227340366
55,24,67,87,29,157.33936749706902
55,24,49,92,23,123.16198317663657
55,24,72,86,30,200.0936853789012
55,24,46,91,24,137.97467608563122
55,24,61,88,35,163.72606777752952
55,24,74,84,27,134.97335909655405
55,24,73,86,38,213.1799225823763
55,24,69,85,36,162.96844483248188
55,24,61,84,39,175.48110262128935
55,24,47,85,33,143.81906536165113
55,24,71,90,34,166.6879194662487
55,24,71,86,25,127.2991640874599
55,24,58,90,32,145.1738597594362
55,24,51,92,25,130.0108302790545
55,24,55,90,33,161.2910189110488
55,24,72,92,30,140.45387814851728
55,24,56,92,38,163.3209780761988
55,24,92,64,20,102.839537680617
55,24,93,58,23,114.34927302955587
55,24,90,67,23,114.34504149390438
55,24,97,62,19,97.00837304695118
55,24,86,58,21,111.62674069327137
55,24,95,61,19,96.98610960467502
55,24,94,60,20,93.79383735175911
55,24,87,64,20,83.72573948593445
55,24,88,63,19,87.36629693414177
55,24,90,60,38,192.23029413369193
55,24,86,63,21,93.57051415885783
55,24,55,34,5,17.676043752767185
55,24,56,42,10,71.48186244118257
55,24,67,39,7,29.11694143174855
55,24,64,36,7,23.580000165904213
55,24,56,41,9,36.87182502131392
55,24,77,33,9,38.359650680149
55,24,63,38,8,34.06961793481046
55,24,69,41,11,58.180836962723276
55,24,67,42,11,43.161496881464274
55,24,59,37,7,26.18040785467035
55,24,58,41,8,31.474044433078564
55,24,71,41,11,47.366460894640014
55,24,48,42,11,56.28531279024655
55,24,49,42,21,91.52389059064897
55,24,58,42,8,32.30990587903982
55,24,67,39,8,30.19850111987067
55,24,31,61,22,97.65740381084873
55,24,42,60,16,73.32839165493299
55,24,29,66,23,107.72051362159638
55,24,25,61,23,95.81804888637242
55,24,26,65,23,101.09302696737275
55,24,29,62,20,89.39987764961877
55,24,41,60,25,113.20236658763494
55,24,29,67,21,104.75159417190618
55,24,43,66,17,80.36242968377863
55,24,41,66,18,96.14789308590082
55,24,42,63,26,118.89494269368176
55,24,41,61,26,113.2957677178305
55,24,24,65,29,151.4146058778078
55,24,42,61,17,75.44990030641972
55,24,36,64,22,114.51842541764515
55,24,23,61,23,123.57955393504696
55,24,30,67,21,121.59271126696612
55,24,38,58,21,96.10986828626353
55,24,41,65,19,91.46080068427378
55,24,33,56,16,74.42778525834555
55,24,38,51,22,114.50058827693248
55,24,48,53,11,50.55716166105217
55,24,40,49,15,63.13334946278783
55,24,58,51,12,49.45285954223583
55,24,44,55,22,99.63842091578552
55,24,44,56,21,99.50113102572277
55,24,49,50,11,49.72967412118423
55,24,39,51,16,87.93383280014365
55,24,57,49,9,41.219821151377346
55,24,42,53,17,77.71134317788764
55,24,41,50,23,101.53633731790833
55,24,36,53,25,117.3286156437109
55,24,36,49,18,95.27299480063876
55,24,64,48,15,64.60526980838239
55,24,83,56,16,73.97937973895448
55,24,85,54,17,80.30090642886881
55,24,90,57,18,81.7441296477666
55,24,85,51,17,82.60326701122362
55,24,77,48,13,58.11708686859197
55,24,84,50,15,75.45413426209186
55,24,82,52,16,74.56264244816163
55,24,71,49,13,50.75038663510643
55,24,66,50,13,50.70127029260453
55,24,94,50,19,90.91489834115872
55,24,90,57,21,94.8421429530274
55,24,83,48,16,74.78120682928714
55,24,89,54,19,92.22367913028359
55,24,83,51,19,84.92045471112333
55,24,72,48,15,63.569100698404334
68,24,72,92,40,184.37660674477524
68,24,69,89,38,186.77809809023142
68,24,68,87,29,150.0247050558188
68,24,42,88,24,124.51487501646791
68,24,73,87,44,196.85264141716476
68,24,59,91,37,180.0924846047779
68,24,60,88,33,175.03860009126666
68,24,68,88,26,133.4182378007792
68,24,67,87,28,138.17446008034636
